Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	MSI level	Comment	Mannually modified	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	190715_Blk_KM1906U14-Blk_C	190715_Poo_TruePooFK180310_Full1	190715_Poo_TruePooFK180310_Full2	190715_Poo_TruePooFK180310_Full3
3686	1.618	259.14761	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.19	190715_Poo_TruePooFK180310_Full3	259.14761:88096 260.15096:145001 261.15432:15207		2270	33429	54415	88096
3687	8.059	259.84689	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	637.83	190715_Poo_TruePooFK180310_Full2	259.84689:31892 260.85024:11009 261.8536:54988		0	3752	31892	3277
3688	10.224	259.98672	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3128.82	190715_Blk_KM1906U14-Blk_C	259.98672:156441 260.99007:39375 261.99343:53901		156441	11062	18176	3127
3689	9.619	259.98691	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4085.98	190715_Poo_TruePooFK180310_Full3	259.98691:311362 260.99026:54330 261.99362:92094		64923	152960	162733	311362
3690	8.246	259.98691	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1014.43	190715_Poo_TruePooFK180310_Full3	259.98691:89958 260.99026:18381 261.99362:34273		0	55835	45719	89958
3691	13.12	260.0014	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	273.85	190715_Poo_TruePooFK180310_Full3	260.0014:2085150 261.00475:159496 262.00811:115668		0	749822	1035940	2085150
3692	13.618	260.00146	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5063.71	190715_Poo_TruePooFK180310_Full3	260.00146:1991584 261.00481:118795 262.00817:125110		981519	711192	798551	1991584
3693	2.427	260.11304	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	70.1	190715_Poo_TruePooFK180310_Full1	260.11304:392098 261.11639:47914 262.11975:37470		17635	392098	252364	251156
3694	9.663	260.11377	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6	190715_Poo_TruePooFK180310_Full2	260.11377:22949 261.11712:0 262.12048:21179		5370	26452	22949	14996
3695	1.981	260.12183	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.19	190715_Poo_TruePooFK180310_Full1	260.12183:24060 261.12518:31126 262.12854:61450		1996	24060	12463	12802
3696	5.762	260.14923	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.15	190715_Poo_TruePooFK180310_Full3	260.14923:148264 261.15258:0 262.15594:238120		91716	151622	121784	148264
3697	0.267	260.14954	w/o MS2:Ingalls_PQS	[M+H]+		0.5	FALSE	2.16	260.16452					3		FALSE	null	null	86.6	89.6	null	null	null	4.52	190715_Poo_TruePooFK180310_Full1	260.14954:117474 261.15289:0 262.15625:348466		74250	117474	78448	93067
3698	9.749	260.1496	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.14	190715_Poo_TruePooFK180310_Full3	260.1496:74117 261.15295:0 262.15631:116258		14822	76497	63348	74117
3699	0.193	260.18564	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	16.03	190715_Poo_TruePooFK180310_Full2	260.18564:158196 261.18899:0 262.19235:55683		70137	106410	158196	119174
3700	0.19	260.22202	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13.62	190715_Poo_TruePooFK180310_Full1	260.22202:66427 261.22537:0 262.22873:0		62173	66427	49242	42012
3701	7.878	260.89072	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	635.37	190715_Poo_TruePooFK180310_Full1	260.89072:44129 261.89407:0 262.89743:29362		40255	44129	10669	24859
3702	20.525	260.91251	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1550.43	190715_Poo_TruePooFK180310_Full1	260.91251:111012 261.91586:0 262.91922:22028		0	111012	23455	27912
3703	21.484	260.91254	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1271.69	190715_Blk_KM1906U14-Blk_C	260.91254:63585 261.91589:0 262.91925:0		63585	0	0	0
3704	19.763	260.91257	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	996.17	190715_Poo_TruePooFK180310_Full3	260.91257:204696 261.91592:38580 262.91928:16280		175512	38761	202894	204696
3705	9.774	260.95297	Unknown	[M+H]+	similar chromatogram in higher mz_3781	1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	467.25	190715_Poo_TruePooFK180310_Full3	260.95297:40643 261.95632:13149 262.95968:69705		27372	24387	25116	40643
3706	13.801	260.98752	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	41.9	190715_Blk_KM1906U14-Blk_C	260.98752:111835 261.99087:57407 262.99423:46629		111835	67023	94123	79289
3707	14.45	260.98755	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9.33	190715_Blk_KM1906U14-Blk_C	260.98755:135216 261.9909:75886 262.99426:30035		135216	35779	27665	21815
3708	12.926	260.98804	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	17.91	190715_Poo_TruePooFK180310_Full2	260.98804:87485 261.99139:56326 262.99475:29199		0	63785	87485	56410
3709	12.979	261.00443	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	19.42	190715_Poo_TruePooFK180310_Full1	261.00443:47345 262.00778:0 263.01114:0		2959	47345	50573	117486
3710	10.005	261.05603	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	353.51	190715_Poo_TruePooFK180310_Full2	261.05603:24061 262.05938:0 263.06274:0		0	14733	24061	14233
3711	2.024	261.13129	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.36	190715_Poo_TruePooFK180310_Full2	261.13129:126235 262.13464:13573 263.138:14959		95324	88799	126235	117945
3712	0.461	261.13336	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.88	190715_Blk_KM1906U14-Blk_C	261.13336:65352 262.13671:57173 263.14007:7287		65352	56569	7557	34933
3713	9.815	261.13367	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.77	190715_Poo_TruePooFK180310_Full2	261.13367:35238 262.13702:0 263.14038:0		2688	41260	35238	31275
3714	2.032	261.21735	Unknown	[M+H]+	similar chromatogram in higher mz_5143	0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	476.14	190715_Poo_TruePooFK180310_Full3	261.21735:27182 262.2207:0 263.22406:0		2466	10904	20432	27182
3715	8.089	261.84439	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	299.29	190715_Poo_TruePooFK180310_Full2	261.84439:55184 262.84774:0 263.8511:31630		0	0	55184	7760
3716	19.835	261.91318	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	378.67	190715_Poo_TruePooFK180310_Full2	261.91318:18934 262.91653:29116 263.91989:0		19265	1925	18934	25652
3717	20.45	261.94623	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	23.99	190715_Poo_TruePooFK180310_Full1	261.94623:56188 262.94958:12312 263.95294:9687		0	56188	16475	17724
3718	19.743	261.94659	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	20.1	190715_Poo_TruePooFK180310_Full3	261.94659:131352 262.94994:23462 263.9533:24997		55425	29345	86299	131352
3719	10.224	261.98404	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	17.33	190715_Blk_KM1906U14-Blk_C	261.98404:42141 262.98739:11725 263.99075:0		42141	3440	6903	0
3720	9.619	261.98419	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	685.97	190715_Poo_TruePooFK180310_Full3	261.98419:100808 262.98754:19955 263.9909:0		18041	50073	52884	100808
3721	12.981	261.99756	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1091.61	190715_Poo_TruePooFK180310_Full3	261.99756:108818 263.00091:0 264.00427:67603		0	35251	49079	108818
3722	13.132	262.03427	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7731.38	190715_Poo_TruePooFK180310_Full3	262.03427:386569 263.03762:61266 264.04098:49867		0	80585	70793	386569
3723	0.196	262.16504	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	19.47	190715_Poo_TruePooFK180310_Full1	262.16504:338287 263.16839:43114 264.17175:130060		250389	338287	282155	237483
3724	10.05	262.16516	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.79	190715_Poo_TruePooFK180310_Full2	262.16516:138857 263.16851:0 264.17187:28065		69706	137437	138857	147595
3725	0.215	262.20166	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	12.32	190715_Poo_TruePooFK180310_Full2	262.20166:76992 263.20501:0 264.20837:0		35336	50538	76992	52746
3726	7.787	262.88876	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	419.74	190715_Poo_TruePooFK180310_Full1	262.88876:25774 263.89211:0 264.89547:0		24417	25774	12769	10615
3727	19.727	262.90994	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	299.32	190715_Poo_TruePooFK180310_Full2	262.90994:23866 263.91329:0 264.91665:14497		20841	4336	23866	23196
3728	9.774	262.95047	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	613.18	190715_Poo_TruePooFK180310_Full3	262.95047:49559 263.95382:0 264.95718:29679		24127	23059	25891	49559
3729	10.216	263.1062	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	366	190715_Poo_TruePooFK180310_Full3	263.1062:18776 264.10955:0 265.11291:0		0	18175	17949	18776
3730	1.649	263.14926	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	32.42	190715_Poo_TruePooFK180310_Full3	263.14926:86967 264.15261:52922 265.15597:36257		9200	78953	68743	86967
3731	10.163	263.93246	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1760.04	190715_Blk_KM1906U14-Blk_C	263.93246:88002 264.93581:18949 265.93917:134869		88002	0	3210	0
3732	9.562	263.93256	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1465.48	190715_Poo_TruePooFK180310_Full3	263.93256:93898 264.93591:33133 265.93927:154473		70340	63237	65654	93898
3733	12.919	264.01389	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	834.1	190715_Poo_TruePooFK180310_Full1	264.01389:41705 265.01724:0 266.0206:24806		0	41705	42262	35985
3734	13.568	264.03156	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	294.45	190715_Poo_TruePooFK180310_Full3	264.03156:58014 265.03491:0 266.03827:0		0	12490	5911	58014
3735	2.106	264.14423	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9.23	190715_Poo_TruePooFK180310_Full1	264.14423:203316 265.14758:75405 266.15094:134640		161178	203316	91671	114823
3736	9.83	264.14429	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.57	190715_Poo_TruePooFK180310_Full2	264.14429:82502 265.14764:16310 266.151:21328		8431	91541	82502	58988
3737	1.745	264.1593	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	20.72	190715_Blk_KM1906U14-Blk_C	264.1593:61518 265.16265:9621 266.16601:61992		61518	14359	8430	12621
3738	0.21	264.18066	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.06	190715_Poo_TruePooFK180310_Full1	264.18066:98956 265.18401:22583 266.18737:20332		93462	98956	50964	52719
3739	9.83	264.18076	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.6	190715_Poo_TruePooFK180310_Full2	264.18076:36028 265.18411:0 266.18747:0		4163	23929	36028	21669
3740	10.148	264.91635	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1489.4	190715_Blk_KM1906U14-Blk_C	264.91635:74470 265.9197:20180 266.92306:144588		74470	0	0	0
3741	9.537	264.9165	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	747.94	190715_Poo_TruePooFK180310_Full2	264.9165:50073 265.91985:0 266.92321:111552		43078	41099	50073	21019
3742	8.89	265.00336	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.26	190715_Blk_KM1906U14-Blk_C	265.00336:701847 266.00671:15313 267.01007:0		701847	177823	195924	195477
3743	0.283	265.00336	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13.58	190715_Blk_KM1906U14-Blk_C	265.00336:691361 266.00671:18240 267.01007:0		691361	461158	456115	427493
3744	10.254	265.00339	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.7	190715_Blk_KM1906U14-Blk_C	265.00339:396120 266.00674:13797 267.0101:0		396120	457682	426692	503641
3745	13.876	265.00339	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	16.97	190715_Blk_KM1906U14-Blk_C	265.00339:1107033 266.00674:17220 267.0101:0		1107033	513461	805133	619355
3746	13.151	265.00363	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.03	190715_Poo_TruePooFK180310_Full3	265.00363:1349662 266.00698:35958 267.01034:0		402499	1139810	1201437	1349662
3747	9.664	265.00366	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.41	190715_Poo_TruePooFK180310_Full3	265.00366:498669 266.00701:17526 267.01037:0		313205	453653	387526	498669
3748	7.958	265.00369	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.94	190715_Poo_TruePooFK180310_Full3	265.00369:730786 266.00704:0 267.0104:0		532623	640567	617238	730786
3749	4.134	265.05841	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	358.56	190715_Poo_TruePooFK180310_Full2	265.05841:17928 266.06176:0 267.06512:0		0	0	17928	8584
3750	9.844	265.07419	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	323.32	190715_Poo_TruePooFK180310_Full3	265.07419:19128 266.07754:0 267.0809:0		0	15158	13204	19128
3751	2.052	265.16403	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.71	190715_Blk_KM1906U14-Blk_C	265.16403:24497 266.16738:54731 267.17074:94816		24497	5027	14996	8930
3752	10.148	265.92944	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3011.46	190715_Blk_KM1906U14-Blk_C	265.92944:150573 266.93279:38488 267.93615:92928		150573	4002	4193	0
3753	9.537	265.92972	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2545.59	190715_Poo_TruePooFK180310_Full3	265.92972:155233 266.93307:37412 267.93643:109830		102615	111429	118980	155233
3754	14.055	266.0069	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.65	190715_Blk_KM1906U14-Blk_C	266.0069:40876 267.01025:0 268.01361:993313		40876	22745	22237	38096
3755	6.439	266.07526	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	522.19	190715_Poo_TruePooFK180310_Full2	266.07526:37563 267.07861:0 268.08197:0		0	12521	37563	28245
3756	10.431	266.1235	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.93	190715_Poo_TruePooFK180310_Full3	266.1235:34910 267.12685:0 268.13021:0		13187	32262	30867	34910
3757	8.815	266.1597	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.78	190715_Poo_TruePooFK180310_Full2	266.1597:53239 267.16305:26731 268.16641:17363		29706	50090	53239	45481
3758	0.289	266.15982	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.68	190715_Poo_TruePooFK180310_Full1	266.15982:63920 267.16317:85938 268.16653:41573		48837	63920	3235	27208
3759	1.822	266.17291	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	28.25	190715_Poo_TruePooFK180310_Full3	266.17291:154623 267.17626:12701 268.17962:22616		3039	54040	129949	154623
3760	20.955	266.86557	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	18705.71	190715_Blk_KM1906U14-Blk_C	266.86557:1837076 267.86892:0 268.87228:265768		1837076	19874	17632	52412
3761	10.163	266.91345	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2103.79	190715_Blk_KM1906U14-Blk_C	266.91345:105190 267.9168:19022 268.92016:115149		105190	0	0	0
3762	9.547	266.91382	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	689.67	190715_Poo_TruePooFK180310_Full2	266.91382:66560 267.91717:22841 268.92053:41532		71730	62984	66560	40085
3763	21.336	266.92902	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1317.15	190715_Blk_KM1906U14-Blk_C	266.92902:166519 267.93237:0 268.93573:0		166519	111045	39070	95316
3764	19.714	266.92908	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4439.08	190715_Blk_KM1906U14-Blk_C	266.92908:221954 267.93243:0 268.93579:0		221954	0	215416	231123
3765	20.304	266.92938	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1463.41	190715_Poo_TruePooFK180310_Full2	266.92938:256531 267.93273:0 268.93609:0		62730	215135	256531	231123
3766	19.82	266.94266	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	374.31	190715_Poo_TruePooFK180310_Full2	266.94266:18716 267.94601:0 268.94937:0		9803	10784	18716	10143
3767	11.698	267.06125	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	694.6	190715_Poo_TruePooFK180310_Full1	267.06125:45451 268.0646:10356 269.06796:14975		36462	45451	22736	34271
3768	0.2	267.12018	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.18	190715_Poo_TruePooFK180310_Full2	267.12018:121437 268.12353:0 269.12689:134550		32330	49347	121437	95238
3769	0.255	267.15915	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	12.34	190715_Poo_TruePooFK180310_Full1	267.15915:94874 268.1625:67321 269.16586:57880		72668	94874	43035	64061
3770	1.613	267.19537	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.95	190715_Poo_TruePooFK180310_Full1	267.19537:41827 268.19872:0 269.20208:23581		39953	41827	22082	30302
3771	10.163	267.92654	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1807.68	190715_Blk_KM1906U14-Blk_C	267.92654:90384 268.92989:16157 269.93325:58099		90384	0	0	0
3772	9.547	267.92667	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1630.58	190715_Poo_TruePooFK180310_Full3	267.92667:98723 268.93002:21204 269.93338:57863		63581	73781	72082	98723
3773	19.621	267.97659	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	9.77	190715_Poo_TruePooFK180310_Full3	267.97659:86820 268.97994:20330 269.9833:25432		48006	38023	53098	86820
3774	13.773	268.01428	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.94	190715_Blk_KM1906U14-Blk_C	268.01428:1013682 269.01763:44734 270.02099:0		1013682	944929	785981	914035
3775	13.011	268.01437	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	12.16	190715_Poo_TruePooFK180310_Full2	268.01437:901578 269.01772:49088 270.02108:0		458870	913483	901578	903850
3776	0.2	268.01443	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.65	190715_Poo_TruePooFK180310_Full2	268.01443:140036 269.01778:0 270.02114:0		594823	285562	140036	225507
3777	9.698	268.01456	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.28	190715_Poo_TruePooFK180310_Full3	268.01456:452227 269.01791:283248 270.02127:90273		67387	517349	430837	452227
3778	3.627	268.1041	w/o MS2:Ingalls_Adenosine	[M+H]+	similar chromatogram in higher mz_3803	1	FALSE	4.364	268.1037					3		FALSE	null	null	99	97.9	null	null	null	23105.04	190715_Poo_TruePooFK180310_Full1	268.1041:2821748 269.10745:335177 270.11081:17179		385834	2821748	1379835	1310286
3779	7.358	268.79602	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	342.06	190715_Poo_TruePooFK180310_Full2	268.79602:17103 269.79937:0 270.80273:9626		0	0	17103	0
3780	21.248	268.86359	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5367.78	190715_Blk_KM1906U14-Blk_C	268.86359:268389 269.86694:0 270.8703:0		268389	0	0	0
3781	9.637	268.888	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	146.05	190715_Poo_TruePooFK180310_Full2	268.888:21267 269.89135:0 270.89471:38400		0	3120	21267	14452
3782	21.39	268.89346	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5587.75	190715_Blk_KM1906U14-Blk_C	268.89346:1066824 269.89681:0 270.90017:42893		1066824	164087	354687	178573
3783	20.142	268.89352	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5453.69	190715_Poo_TruePooFK180310_Full3	268.89352:1428548 269.89687:0 270.90023:69500		1336144	975259	1374158	1428548
3784	0.133	268.89383	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	35.84	190715_Poo_TruePooFK180310_Full3	268.89383:317533 269.89718:0 270.90054:201275		2053	14092	249417	317533
3785	20.91	268.90213	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5941.27	190715_Blk_KM1906U14-Blk_C	268.90213:788266 269.90548:0 270.90884:0		788266	23154	186942	250846
3786	9.545	268.91077	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	589.68	190715_Poo_TruePooFK180310_Full2	268.91077:37434 269.91412:0 270.91748:0		44856	35257	37434	21534
3787	10.132	268.91724	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	542.1	190715_Blk_KM1906U14-Blk_C	268.91724:27105 269.92059:38371 270.92395:51615		27105	0	0	0
3788	13.579	268.94266	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	251.96	190715_Blk_KM1906U14-Blk_C	268.94266:23902 269.94601:0 270.94937:0		23902	0	15266	3465
3789	14.473	269.01044	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.1	190715_Blk_KM1906U14-Blk_C	269.01044:234744 270.01379:46427 271.01715:49255		234744	156974	191905	218663
3790	10.482	269.01047	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.48	190715_Blk_KM1906U14-Blk_C	269.01047:420304 270.01382:117224 271.01718:132632		420304	252451	272541	295554
3791	13.944	269.01053	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.34	190715_Blk_KM1906U14-Blk_C	269.01053:301181 270.01388:64782 271.01724:75258		301181	156974	167852	195863
3792	8.648	269.01053	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.99	190715_Blk_KM1906U14-Blk_C	269.01053:195527 270.01388:58400 271.01724:47144		195527	2632	4593	6269
3793	20.205	269.01062	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.67	190715_Poo_TruePooFK180310_Full1	269.01062:125469 270.01397:30767 271.01733:40394		0	125469	0	0
3794	12.753	269.01068	w/o MS2:Ingalls_Homocystine	[M+H]+		0.25	FALSE	12.58	269.0105					3		FALSE	null	null	100	99.9	null	null	null	13.74	190715_Poo_TruePooFK180310_Full2	269.01068:244344 270.01403:63649 271.01739:61934		352475	212954	244344	252726
