Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	MSI level	Comment	Mannually modified	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	190715_Blk_KM1906U14-Blk_C	190715_Poo_TruePooFK180310_Full1	190715_Poo_TruePooFK180310_Full2	190715_Poo_TruePooFK180310_Full3
99	9.302	73.53242	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.65	190715_Poo_TruePooFK180310_Full1	73.53242:173488 74.53577:22862 75.53913:0		109598	173488	169399	131159
100	0.126	73.53249	Unknown	[M+H]+	similar chromatogram in higher mz_1404; similar chromatogram in higher mz_1077; similar chromatogram in higher mz_1834; similar chromatogram in higher mz_3966; similar chromatogram in higher mz_3508; similar chromatogram in higher mz_5010; similar chromatogram in higher mz_2905; similar chromatogram in higher mz_3065; similar chromatogram in higher mz_4004; similar chromatogram in higher mz_5282; similar chromatogram in higher mz_2020; similar chromatogram in higher mz_3832	0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	76.26	190715_Poo_TruePooFK180310_Full2	73.53249:798951 74.53584:354804 75.5392:0		35857	25363	798951	3404324
101	10.513	74.06066	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1.23	190715_Blk_KM1906U14-Blk_C	74.06066:85353 75.06401:55554 76.06737:0		85353	76425	71227	76629
102	0.114	74.06072	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	62.8	190715_Poo_TruePooFK180310_Full1	74.06072:493020 75.06407:57580 76.06743:0		357200	493020	559505	463000
103	21.526	74.06075	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	20.41	190715_Poo_TruePooFK180310_Full2	74.06075:225872 75.0641:359945 76.06746:17874		123446	858307	225872	98812
104	2.268	74.09705	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.8	190715_Blk_KM1906U14-Blk_C	74.09705:831451 75.1004:46203 76.10376:0		831451	601162	829247	3504020
105	21.425	74.09705	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7.54	190715_Blk_KM1906U14-Blk_C	74.09705:547745 75.1004:0 76.10376:0		547745	283412	243540	542278
106	10.924	74.09706	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.48	190715_Blk_KM1906U14-Blk_C	74.09706:1110105 75.10041:41424 76.10377:0		1110105	463466	997008	2872136
107	10.275	74.09708	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.55	190715_Blk_KM1906U14-Blk_C	74.09708:1028866 75.10043:31182 76.10379:0		1028866	462107	889015	2182266
108	0.135	74.0971	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	168.51	190715_Poo_TruePooFK180310_Full3	74.0971:53867800 75.10045:7964546 76.10381:98596		10311396	2247012	4795405	53867800
109	9.079	74.09711	Unknown	[M+H]+	similar chromatogram in higher mz_121; similar chromatogram in higher mz_3356	1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	195.31	190715_Poo_TruePooFK180310_Full3	74.09711:15776062 75.10046:827650 76.10382:0		2046841	13017718	11876782	15776062
110	8.13	74.09711	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	3.6	190715_Poo_TruePooFK180310_Full1	74.09711:453071 75.10046:0 76.10382:0		612624	453071	599716	1987700
111	13.645	74.09713	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2.74	190715_Poo_TruePooFK180310_Full3	74.09713:3418465 75.10048:201008 76.10384:0		1082845	605303	854350	3418465
112	9.705	74.09715	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	10.85	190715_Poo_TruePooFK180310_Full3	74.09715:1962090 75.1005:78050 76.10386:0		656200	407110	1228034	1962090
113	21.204	75.05589	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.1	190715_Blk_KM1906U14-Blk_C	75.05589:45508 76.05924:0 77.0626:0		45508	49787	20599	55801
114	7.555	75.05595	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.76	190715_Blk_KM1906U14-Blk_C	75.05595:112584 76.0593:0 77.06266:0		112584	116548	110924	143808
115	14.25	75.05595	Unknown	[M+H]+	similar chromatogram in higher mz_209; similar chromatogram in higher mz_233; similar chromatogram in higher mz_591; similar chromatogram in higher mz_662; similar chromatogram in higher mz_838; similar chromatogram in higher mz_921; similar chromatogram in higher mz_1099; similar chromatogram in higher mz_1721	0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13.22	190715_Poo_TruePooFK180310_Full1	75.05595:223988 76.0593:9248 77.06266:0		75016	223988	89877	143311
116	10.281	75.05597	Unknown	[M+H]+	similar chromatogram in higher mz_1187; similar chromatogram in higher mz_513; similar chromatogram in higher mz_222; similar chromatogram in higher mz_388; similar chromatogram in higher mz_478; similar chromatogram in higher mz_546; similar chromatogram in higher mz_559; similar chromatogram in higher mz_681; similar chromatogram in higher mz_728; similar chromatogram in higher mz_809; similar chromatogram in higher mz_848; similar chromatogram in higher mz_1070; similar chromatogram in higher mz_1190; similar chromatogram in higher mz_1231; similar chromatogram in higher mz_1284; similar chromatogram in higher mz_1434; similar chromatogram in higher mz_1837	0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	8.08	190715_Poo_TruePooFK180310_Full1	75.05597:166744 76.05932:0 77.06268:0		47804	166744	75647	111048
117	0.204	75.05598	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.91	190715_Poo_TruePooFK180310_Full1	75.05598:233078 76.05933:0 77.06269:0		100670	233078	139447	171142
118	9.663	75.05598	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.93	190715_Poo_TruePooFK180310_Full2	75.05598:80534 76.05933:0 77.06269:0		41055	92028	80534	99085
119	13.347	75.056	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5.99	190715_Poo_TruePooFK180310_Full3	75.056:218505 76.05935:0 77.06271:0		55607	118706	92402	218505
120	18.143	75.05602	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.98	190715_Poo_TruePooFK180310_Full3	75.05602:194142 76.05937:0 77.06273:0		47487	76407	67447	194142
121	9.047	75.09414	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	14.65	190715_Poo_TruePooFK180310_Full3	75.09414:60037 76.09749:0 77.10085:0		2067	45539	42518	60037
122	0.126	75.09415	Unknown	[M+H]+	similar chromatogram in higher mz_1483; similar chromatogram in higher mz_1444; similar chromatogram in higher mz_5933; similar chromatogram in higher mz_5671; similar chromatogram in higher mz_6119; similar chromatogram in higher mz_2983; similar chromatogram in higher mz_6168; similar chromatogram in higher mz_6214; similar chromatogram in higher mz_2545; similar chromatogram in higher mz_2251; similar chromatogram in higher mz_5966; similar chromatogram in higher mz_3017; similar chromatogram in higher mz_4175; similar chromatogram in higher mz_4871; similar chromatogram in higher mz_4987; similar chromatogram in higher mz_5090; similar chromatogram in higher mz_5337; similar chromatogram in higher mz_5395; similar chromatogram in higher mz_5402; similar chromatogram in higher mz_5432; similar chromatogram in higher mz_5462; similar chromatogram in higher mz_5468; similar chromatogram in higher mz_5503; similar chromatogram in higher mz_5538; similar chromatogram in higher mz_5606; similar chromatogram in higher mz_5610; similar chromatogram in higher mz_5635; similar chromatogram in higher mz_5726; similar chromatogram in higher mz_5752; similar chromatogram in higher mz_5760; similar chromatogram in higher mz_5784; similar chromatogram in higher mz_5789; similar chromatogram in higher mz_5802; similar chromatogram in higher mz_5811; similar chromatogram in higher mz_5847; similar chromatogram in higher mz_5881; similar chromatogram in higher mz_5888; similar chromatogram in higher mz_5902; similar chromatogram in higher mz_6017; similar chromatogram in higher mz_6176; similar chromatogram in higher mz_6200; similar chromatogram in higher mz_6324; similar chromatogram in higher mz_6336	0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	43.95	190715_Poo_TruePooFK180310_Full3	75.09415:180133 76.0975:98596 77.10086:0		39065	2764	15992	180133
123	5.169	75.90549	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1278.45	190715_Poo_TruePooFK180310_Full3	75.90549:80171 76.90884:0 77.9122:0		0	62448	57926	80171
124	5.159	76.02734	Unknown	[M+H]+	similar chromatogram in higher mz_1705; similar chromatogram in higher mz_4937; similar chromatogram in higher mz_5314; similar chromatogram in higher mz_2347	0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	463.91	190715_Poo_TruePooFK180310_Full3	76.02734:67914 77.03069:0 78.03405:0		0	48028	51566	67914
125	9.552	76.02744	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	524.57	190715_Poo_TruePooFK180310_Full1	76.02744:54001 77.03079:0 78.03415:0		22095	54001	47605	33653
126	0.486	76.03995	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	145.64	190715_Poo_TruePooFK180310_Full2	76.03995:450437 77.0433:0 78.04666:0		3919	2074	450437	3068
127	10.635	76.03998	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	93.19	190715_Poo_TruePooFK180310_Full1	76.03998:487366 77.04333:12981 78.04669:0		25170	487366	342389	268566
128	21.538	76.03999	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	71.91	190715_Poo_TruePooFK180310_Full1	76.03999:201959 77.04334:18041 78.0467:0		26421	201959	25035	534507
129	5.134	76.04194	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	15.65	190715_Poo_TruePooFK180310_Full3	76.04194:38550 77.04529:0 78.04865:0		2116	34014	37694	38550
130	5.925	76.07632	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	83.81	190715_Blk_KM1906U14-Blk_C	76.07632:283953 77.07967:0 78.08303:0		283953	1091833	86004	2184156
131	9.316	76.07633	Unknown	[M+H]+	similar chromatogram in higher mz_2197; similar chromatogram in higher mz_563; similar chromatogram in higher mz_1318; similar chromatogram in higher mz_2028	0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6.1	190715_Poo_TruePooFK180310_Full1	76.07633:26945 77.07968:0 78.08304:0		3176	26945	20658	26257
132	5.179	76.07634	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	18922.05	190715_Poo_TruePooFK180310_Full3	76.07634:93942520 77.07969:3721164 78.08305:233953		4086	69396256	68654304	93942520
133	10.04	76.07635	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13.96	190715_Blk_KM1906U14-Blk_C	76.07635:45892 77.0797:0 78.08306:0		45892	29247	3762	9343
134	7.446	76.07639	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	167.07	190715_Poo_TruePooFK180310_Full1	76.07639:708292 77.07974:67010 78.0831:10426		2289	708292	356906	52766
135	6.543	76.07639	w/o MS2:Ingalls_Trimethylamine N-oxide	[M+H]+	similar chromatogram in higher mz_2147	0.5	FALSE	6.59	76.0763					3		FALSE	null	null	100	100	null	null	null	192.94	190715_Poo_TruePooFK180310_Full2	76.07639:1564347 77.07974:198669 78.0831:17354		16435	49233	1564347	170212
136	8.313	76.07639	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	71.04	190715_Poo_TruePooFK180310_Full1	76.07639:365928 77.07974:43329 78.0831:0		3157	365928	48371	7389
137	8.285	76.1034	Unknown	[M+H]+	similar chromatogram in higher mz_879	0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1862.61	190715_Blk_KM1906U14-Blk_C	76.1034:93130 77.10675:365089 78.11011:12285		93130	0	7010	0
138	7.478	76.10349	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	583.85	190715_Poo_TruePooFK180310_Full1	76.10349:83976 77.10684:313772 78.1102:9800		0	83976	59771	70355
139	5.149	76.11143	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	517.81	190715_Poo_TruePooFK180310_Full2	76.11143:46020 77.11478:0 78.11814:0		0	34677	46020	41747
140	5.18	76.12537	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1066.86	190715_Poo_TruePooFK180310_Full3	76.12537:54421 77.12872:0 78.13208:0		0	54182	51426	54421
141	5.174	76.24781	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1219.43	190715_Poo_TruePooFK180310_Full3	76.24781:76795 77.25116:0 78.25452:0		0	62281	50787	76795
142	5.19	77.07339	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6977.11	190715_Poo_TruePooFK180310_Full3	77.07339:348856 78.07674:233953 79.0801:0		0	265774	261508	348856
143	8.269	77.10966	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	7515.76	190715_Blk_KM1906U14-Blk_C	77.10966:375788 78.11301:16570 79.11637:0		375788	0	4527	0
144	7.483	77.1097	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5856.09	190715_Poo_TruePooFK180310_Full3	77.1097:310286 78.11305:10403 79.11641:0		0	309913	258215	310286
145	5.179	78.08066	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	2778.49	190715_Poo_TruePooFK180310_Full3	78.08066:230435 79.08401:0 80.08737:0		0	182295	167191	230435
146	0.198	78.95624	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	19.24	190715_Poo_TruePooFK180310_Full2	78.95624:185324 79.95959:0 80.96295:106928		22412	12661	185324	48055
147	20.621	78.95625	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	95.15	190715_Blk_KM1906U14-Blk_C	78.95625:1031824 79.9596:0 80.96296:100238		1031824	40555	1029956	1011428
148	21.361	78.95628	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	1084.33	190715_Blk_KM1906U14-Blk_C	78.95628:5122558 79.95963:0 80.96299:397395		5122558	1035134	1115427	801714
149	2.422	79.02184	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	33.7	190715_Poo_TruePooFK180310_Full2	79.02184:96765 80.02519:0 81.02855:0		17006	121513	96765	28728
150	9.291	79.02184	Unknown	[M+H]+	similar chromatogram in higher mz_613; similar chromatogram in higher mz_2796; similar chromatogram in higher mz_3283; similar chromatogram in higher mz_881	0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	11.32	190715_Poo_TruePooFK180310_Full1	79.02184:39775 80.02519:0 81.02855:0		2494	39775	36959	25788
151	0.149	80.05008	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	18.2	190715_Poo_TruePooFK180310_Full2	80.05008:377763 81.05343:137564 82.05679:0		143965	2450589	377763	1562802
152	8.115	80.05016	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	4.79	190715_Poo_TruePooFK180310_Full1	80.05016:159988 81.05351:112004 82.05687:38586		63182	159988	101762	175788
153	7.996	80.13158	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	6415.71	190715_Blk_KM1906U14-Blk_C	80.13158:320786 81.13493:9765 82.13829:0		320786	13831	6839	4604
154	7.056	80.13164	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	5473.11	190715_Poo_TruePooFK180310_Full1	80.13164:320162 81.13499:17877 82.13835:0		0	320162	229734	272542
155	8.095	80.94849	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	61.51	190715_Poo_TruePooFK180310_Full2	80.94849:837823 81.95184:0 82.9552:352384		0	17546	837823	107158
156	0.167	80.94849	Unknown	[M+H]+		0.75	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	21.5	190715_Poo_TruePooFK180310_Full3	80.94849:160044 81.95184:0 82.9552:108689		10870	55810	154580	160044
157	9.218	80.94849	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	21	190715_Poo_TruePooFK180310_Full2	80.94849:176755 81.95184:0 82.9552:122771		17361	4408	176755	28510
158	9.632	80.94849	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	22.65	190715_Poo_TruePooFK180310_Full2	80.94849:189085 81.95184:0 82.9552:69575		14892	9110	189085	24133
159	9.906	80.94851	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	26.03	190715_Poo_TruePooFK180310_Full2	80.94851:227319 81.95186:0 82.95522:262935		6205	4518	227319	13760
160	8.377	80.94852	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	88.76	190715_Poo_TruePooFK180310_Full2	80.94852:794215 81.95187:0 82.95523:443176		0	14761	794215	76129
161	11.791	80.94855	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	13.7	190715_Poo_TruePooFK180310_Full3	80.94855:135613 81.9519:0 82.95526:195470		0	2204	2374	135613
162	21.362	80.95435	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	472.73	190715_Blk_KM1906U14-Blk_C	80.95435:389327 81.9577:0 82.96106:0		389327	62207	85561	23628
163	20.74	80.95438	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	33.1	190715_Blk_KM1906U14-Blk_C	80.95438:180276 81.95773:0 82.96109:0		180276	100356	75971	41776
164	21.469	80.98029	Unknown	[M+H]+		0.25	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	47.1	190715_Blk_KM1906U14-Blk_C	80.98029:246201 81.98364:44737 82.987:0		246201	26182	40174	4666
165	19.706	80.98032	Unknown	[M+H]+		0.5	FALSE	null	null	null	null	null	null	4		FALSE	null	null	null	null	null	null	null	33.51	190715_Blk_KM1906U14-Blk_C	80.98032:367283 81.98367:55003 82.98703:48469		367283	48342	260696	39892
