"Module_RTclust","mz","time","X190715_Blk_KM1906U14.Blk_C.mzML","X190715_Poo_TruePooFK180310_Full1.mzML","X190715_Poo_TruePooFK180310_Full2.mzML","X190715_Poo_TruePooFK180310_Full3.mzML","X190715_Poo_TruePooFK180310_Half1.mzML","X190715_Poo_TruePooFK180310_Half2.mzML","X190715_Poo_TruePooFK180310_Half3.mzML","X190715_Smp_FK180310S62C1.25m_A.mzML","X190715_Smp_FK180310S62C1.25m_B.mzML","X190715_Smp_FK180310S62C1.25m_C.mzML","X190715_Smp_FK180310S62C1.DCM_A.mzML","X190715_Smp_FK180310S62C1.DCM_B.mzML","X190715_Smp_FK180310S62C1.DCM_C.mzML","X190715_Smp_FK180310S64C1.25m_A.mzML","X190715_Smp_FK180310S64C1.25m_B.mzML","X190715_Smp_FK180310S64C1.25m_C.mzML","X190715_Smp_FK180310S64C1.DCM_A.mzML","X190715_Smp_FK180310S64C1.DCM_B.mzML","X190715_Smp_FK180310S64C1.DCM_C.mzML","X190715_Smp_FK180310S77C1.25m_A.mzML","X190715_Smp_FK180310S77C1.25m_B.mzML","X190715_Smp_FK180310S77C1.25m_C.mzML","X190715_Smp_FK180310S77C1.DCM_A.mzML","X190715_Smp_FK180310S77C1.DCM_B.mzML","X190715_Smp_FK180310S77C1.DCM_C.mzML","X190715_Smp_FK180310S80C1.25m_A.mzML","X190715_Smp_FK180310S80C1.25m_B.mzML","X190715_Smp_FK180310S80C1.25m_C.mzML","X190715_Smp_FK180310S80C1.DCM_A.mzML","X190715_Smp_FK180310S80C1.DCM_B.mzML","X190715_Smp_FK180310S80C1.DCM_C.mzML","X190715_Std_4uMStdsMix1InH2O_1.mzML","X190715_Std_4uMStdsMix1InH2O_2.mzML","X190715_Std_4uMStdsMix1InMatrix_1.mzML","X190715_Std_4uMStdsMix1InMatrix_2.mzML","X190715_Std_4uMStdsMix2InH2O_1.mzML","X190715_Std_4uMStdsMix2InH2O_2.mzML","X190715_Std_4uMStdsMix2InMatrix_1.mzML","X190715_Std_4uMStdsMix2InMatrix_2.mzML","X190715_Std_H2OinMatrix_1.mzML","X190715_Std_H2OinMatrix_2.mzML"
"6_36",74.09709,542.1,33653342.7,98909271.2,111201339.4,157609323.2,59883898.4,45223556.5,94820568.4,47271957,141928958.7,84137918.7,115124724.9,49538374.7,177026620.5,115899497.3,89965807.1,253473932.5,49431783.3,112794936.3,85498618,157437712.3,89822168.4,241110353.2,123597812.8,68838849,173472917.6,196736208.3,19914338.8,113299642.6,126732931.7,170013872.2,98028218.6,53910589,8652104.8,3926711,15091049.8,23305834.9,12876194.4,47766654.8,25117938.9,21036778.8,15095805.4
"6_36",75.10045,542.8,260863.5,4362337.9,4438245.2,7412804.4,2660321.9,2072884,4071827.9,2060757.1,5929611.3,3660993.7,4871127.9,2418995.6,7407988.7,4967212.4,3926298,11207197.8,2044742.8,4465937.1,3624918.2,7161058.2,3938726.4,10659745.4,5400961.3,2967719.8,7731621.9,8130817.8,1444320.9,4917704.8,5454134.1,6925144.1,4104882.2,1912063.7,304829.3,946151.3,369602.2,978734.3,154233.5,373647.3,812164.6,1348911,376324.7
"7_1",113.06006,101.8,264321,21907115.4,15569250.7,0,10740013,9143375.9,8065851.8,27188275.7,27480191.7,12346735,22509926.9,13299211.8,48567448.1,28875136.6,12436885.5,16994521.4,34034918.3,27397204.5,22756447.5,3703466.5,9390356.8,16364584.2,12163457.6,11096355.8,35058863.7,9458322.8,12451896.2,18090456.6,11229507,11831875.3,6991156.9,5759775.4,7256382.2,291878,7127737,11935767.9,7799611.5,2340330.5,1844785.6,13346168.7,7296034.4
"7_1",198.1854,108,355584.3,7792952.7,6805305.7,8027208,3544401.2,2718672.9,4620557.5,9146081.7,15557863.9,992531.3,2480783.1,2212817.3,16495063.2,16107369.3,801410.6,10654453.5,14615031,15382760.9,12084631.3,264104.4,593663.6,9043961.7,1337351.1,939442.4,15386961.4,1976801.8,762004.2,15034879.1,665362.7,1397028.8,703699.9,333796.1,278079.4,333056,334969,595393.8,212901.9,559022.6,274071.9,678843.9,334244.8
"7_1",196.16976,108.8,8797.4,3520589.3,4285424.7,635365.9,1983718.5,1622080.5,2110184.1,7297373.9,9149406,183580.7,6632848.3,408514.5,13603786.7,8161005.9,155581.6,8002488.7,7172933.6,8587789.5,9697861.8,40960.9,9709.7,10060490.5,49472.2,227522.7,6147588.1,290925.6,114280,10639043.2,46112.1,358130,0,0,0,0,11854.7,15859.2,0,18126.4,10250.1,19343.4,8308.1
"7_1",172.13327,111.4,383460.7,8194088.2,7105256.7,221478.4,4099731.7,3170759.4,4155173.6,1791797,5145842.6,4016045.8,721216.7,3578568.4,3497790.1,1508901.7,4724745,3203138.3,797812,5389171.5,7043010.1,16633409.2,12014380.4,20062431.1,16450278.3,6974615.7,5800430.2,9062429.4,8345284.3,14107682.1,14128931.2,15593627.4,7467629.2,1898082.1,2514060.6,2711845,1050407.9,1128215.5,691408,1099052,410857.8,1795587.3,949809.1
"7_1",184.16975,111.8,126074.2,7801295.9,8196498.9,689593.4,1384484.4,6216940.3,9358362.6,15539647.2,15920625,3261343.9,14895500.2,4255254.1,18948510.7,16461359.2,4726118.3,9164015,14600838.4,16368315.6,2587066.2,164758.3,4310697.3,13990474.5,4905390.2,4232805,878101.2,1451626,4065550,16072498.8,2789829,3259288.4,5461123,170672.9,274688.8,80404.6,289882,447168.7,201433.2,254843.6,145526.4,480261,313558.1
"7_1",227.18349,112.1,392179.9,886301.8,693438.9,523244.8,317249.8,292916.4,583391.6,577174.5,721737.3,540370.9,86663.6,1350477,1058615.8,1018916.8,830401.5,599195.7,262995.5,196557.8,877880.8,1184348.8,635400.1,1200837.4,1866085,679416.9,1148959.7,753488,499430.6,903018,1003123.1,1342187.1,1236933.5,58176,73984.2,193945.7,67308,48716.5,74886,103187.6,37026.8,367292.1,36821.3
"7_1",289.24859,112.5,45903.4,442773.9,842232.5,999929.8,9351.5,727478.1,650954.9,500261.6,398805.7,176530.3,68629.2,1814310.9,581785,751281.7,471778.1,456608.6,200508,97699.4,357273.9,2197339.3,968773.5,1211184.8,1840750.9,260310.5,935225.5,896243.4,228868.6,709738.1,2992986.2,2401339,4548143.7,7671.1,0,57738.1,127641.8,0,0,23331.1,0,59133.8,22296.3
"7_1",244.19087,113,3060055.1,5363217.2,3788614.5,1220939.4,2776215.2,1997550.1,2650103,3669598.6,5019107.4,3365495.8,330282.8,7154237.6,6845002,5314342.3,5036287.6,4186808.8,1569071.7,1605553.2,4939081,6976461.2,4028229.5,7239717.1,10144498.9,3931318.5,7172288.5,4554404.5,3370161.2,5434530.5,6163980,7914604.6,8366293.6,879932.4,655557.3,2550845.5,1438152.5,777116,617457.9,2279557.4,679861.8,2532698.3,2194470.4
"7_1",226.18021,113.1,237642.5,7408309.6,5321495.3,7301086.1,3886699,2491974.2,3827387.4,4385325.6,7171154.8,4509428.4,257101.3,10729267.6,5177844.6,9583822.5,7172121.2,4306723.9,3900989.2,2200758.7,4475774.3,9163705.4,6474614.9,9777229.5,14361544.4,5831110.7,6864427,4234295,4894348.3,9077243.7,8285632.8,10752215.6,10398202.6,1506963.8,1467433,4207277.6,3814013.1,1940273,1600306.7,4012993.7,1240544.2,4435321.7,3430046.5
"7_1",385.11051,117.9,1033252.6,703482.2,233707.6,336885,464501.3,315412,904663.3,545298.2,1008685.2,390120.7,10599672.7,1347066.7,825963.3,638816.4,326603.2,342532.1,618117.1,299251.5,393882.8,901749.7,575195.7,772147.2,112474.3,420684.2,945586.4,700916.4,747832.8,767601.2,726643.9,684469.3,745703.7,0,0,119795.9,11091.9,0,0,0,0,394722.1,0
"7_1",212.16453,118.4,787007.6,1799637.7,1397392.1,522336.6,1047475.4,642078.5,910561.6,2257646.8,1896722.8,1462701.4,315123.6,3282385.4,3108008.2,2250499,2052273.1,1144247.7,453890.5,1390521,1873160.9,3209169.1,1404144.7,2582713.6,3751280,1739530.7,3405309,1665665.4,854497.5,2162560.2,2170842,2708586.8,2258227.9,353136,307206.1,457970.5,383826.3,234927.7,403001.5,389238.8,256058.9,566726.1,362392.7
"7_1",152.07067,130,21384581.8,25220743.6,32182314,30225203.4,16185907.1,32582162.8,43859024.1,28514381.1,49074878.2,30194775.5,39596907.6,24736921.8,54427576.5,48910088.6,31673741.5,21816837.7,22490126,36361261.5,46952481.6,11309643.4,29418981.3,24446107.5,30463114.9,28834565.3,44532276.1,37078438.4,29957106.1,33999002.3,30265357.9,46703529.5,30332734.4,24603659,18627668.1,23542288.7,17335656.3,28191429.4,17025771.7,27326275.1,1346665,29259834,19145346.9
"7_1",206.13885,139.1,496865.1,4191156.8,2799760.8,3047785.3,1071747.2,545124.3,860605,1106533.6,2063711.6,901549.3,544606.5,855914.2,962992.9,462075.4,449907.8,875434,47007.7,278928,555538.1,6666407.1,3632107.9,8585887.6,6641279.8,1769183.4,5787652.8,5024450.2,3067182.8,1986019.7,8760539,10827256.8,5946142.3,80964.7,13083.3,365449.2,95541.9,14417254.6,103531728,6409849.3,2238521.6,229043.1,17159
"7_1",182.11772,139.2,31442705.1,21659042.6,15742730.3,22750732.4,8229033.4,9181839.5,13063662.8,11360360.5,3718575.4,7361739.9,6788650.4,39978225.8,21769656.5,7157630.7,5980602.9,13077827.2,15509102.9,24997985.4,17078920.6,44958569.3,37222271.1,24081895.4,17789860.8,13407715.8,36099668.5,42812742,18572156.5,28542831.4,15576778.4,29008452,19055035.1,610992.3,487753.9,272378.3,1083141.5,548395.2,394573.9,1384937.1,721806.3,3002045,1453426.4
"7_1",239.17551,148.6,135627.5,4082632.3,5599514.4,7956185.6,6283241.6,8931517.6,11409080.9,7697.7,27956.9,8046.8,267041.5,0,34481.3,97994.9,0,7702.3,0,57315.6,24306,31564.4,21218.7,7955.1,0,19416.1,0,23517.4,48187.5,0,86788.1,49572.7,83342,2284132.4,2551329.4,217050,1683114.9,1590579.3,3553016.8,1487097.1,992065.4,2531887.6,2700734
"7_1",168.0962,158,6572663.1,1192563.4,1150648.4,2145640.9,628300.3,512667.1,606277,2154683.6,2101718.2,879534.5,108674.6,3748968.9,7155846,2010314.8,1871422.6,549965.9,3546838.4,1370739.3,7009405.1,859932.2,3246787.8,2504354.3,635965.4,3358726.4,5779677.8,1490610.4,1347847.9,1595528.8,3208628.6,4531662.4,3551535.2,27875.7,5770.8,426403.5,2212483.7,0,8809.4,244614.8,155550.9,1180520.4,2095155.1
"7_4",150.11256,193.5,13940732.4,13592290.6,12397464.2,19575104.1,8074402,6876086.2,10147128.6,6951747.3,20940174.8,17368870.1,12345474.3,10504938.2,43154794.1,9721125.3,9621098.7,15006524.7,4513148.5,18886730.9,10733449.4,27877630.4,13107872.8,41403665.1,17901584.1,8966438.4,12202502.5,18926216.4,4920138.5,12170882.2,14532139.7,15970688.3,11017322.7,373966.3,393720.5,22909909.6,21932293.5,119938.2,204428,22488950.4,22033050.8,23662150.2,21621729.7
"7_4",194.06742,202.7,0,1677954.8,486438.1,411756,773028.5,193991.2,360266.7,4316053.1,1606988.4,1679994.6,170858.9,2283633.1,1277663.9,1665663.7,895868.9,1078861.2,274197,300867.8,296272.1,207348.4,843257.2,661310.4,142182.7,372479.1,689073.8,430946.3,1645308.2,1915856.3,561743.8,1344290.6,2171487,0,0,2161986,2299280.6,0,0,649718.6,353375.3,1511935.7,2162273.6
"7_4",181.12741,209.9,5313110.8,7930226.1,6293792.7,7787053.5,4739309.8,3237655.3,4821628.6,2665293.2,5938832.5,7874356.9,3427124.4,6843098.3,9137498.2,11626480.9,5402883.3,9590171.7,9798392.7,9088021.1,8107529.3,4348874.8,5897098.2,6203242.6,18737346.2,7392483.5,8603666.2,4094893.3,5316329.5,7957092.5,5277639.2,8282000.9,6540234.2,0,0,698021.2,3279962.9,0,0,946949.5,733389.8,1651237,2938191.9
"7_4",268.10411,213.6,9377483.4,58445660.2,27239152.5,29076667.2,37593938.5,11935294.8,16378057.8,90787215.3,51223014.5,149344473.1,5987884.2,84141631,36081482.5,38055033.5,26778790.8,67321337.5,17176263.7,33077563.9,19153067.7,109481566.4,41619066.6,13575751.6,2790258.8,20369424.6,27855560.3,22241696.3,41197013.9,59419313.4,11573664,41245221.5,37888594.3,0,0,342171689,303941237.3,1235861217.3,1273543361.9,162509085.5,1315406734.6,353123485.9,239077821.7
"7_6",114.06651,242.9,3300514.5,5950158.8,4121674.8,5029717.9,2723613.6,2443975.2,2943419.8,4873214.7,4014773.6,2923178.7,10261816.5,14735197.8,7602383.1,3797412.8,4251116.9,4182245.6,3722986.3,11683903.7,7345333.9,414574,1917412,3575808.6,18620399.3,3826262.2,4386022.2,2535930.8,2622817.1,10496748.6,1261353.7,3308059.9,4219797.2,13352956,30028138.9,12482311.5,13046138.6,645177,745141.8,891034.3,1099879.4,1199856.4,1101933.1
"7_6",196.08301,243.3,0,1204070.2,563302,56168.1,302548.1,8506.4,0,10343556.5,9905269.5,3057558.1,0,3074573.9,28666.6,523012.7,32880.3,154751.9,0,0,154840.7,3231874.3,314217.2,1696697.7,0,62228.1,295745.7,2785711.9,5744045.5,595041.1,67096.2,338421.3,557853.7,0,0,30942245,25246719.9,0,0,20073491.8,0,34881421.2,20418276.1
"7_6",134.09035,246.4,715715.7,2018697.9,1640022.7,776561.8,633378.6,417852.1,617456.6,2082269.5,3204384.5,1980059,180507.9,3047407.2,2543386,2624638.3,1459351.7,1996704,1299322.8,1981370.5,2419888.6,2447824.6,1649135.4,2034685.3,1007247.2,2289463.9,2842265.2,2086232.1,2367837.8,2286418.4,1522665.3,2071098.7,1452078.1,0,0,1306675.8,1018452.2,0,0,357454.7,251657.2,2101313,707614
"7_6",181.10201,246.5,3779655.7,10338041.8,7382779.8,6885330.6,3624338.1,1700238.9,3995695.4,8648558.6,12941073.7,10276048.4,1557136.9,14358790.6,8668373.4,9481270.9,6094826.3,8141554.7,7505127.6,8572160.2,10883010.8,8890511.5,7414237.5,7710591.4,5803775,9501788.6,10821298.5,9379304.9,11156441.2,9801627.6,6139422.1,7564220,6258366.9,0,0,4932232.2,3039180.5,0,0,7501405.6,2244704.1,11091139.8,4456303.9
"7_6",137.04591,251.8,0,4396147.5,1394640.9,1434404.3,1295990.6,529404.1,964232.9,2798840.4,1159608,317014.8,6900984.6,12682455.2,626253.7,2295879.7,704285.6,2108046.7,2147411.2,2299166.8,3192427,209118.4,833313.3,573527.8,4113688.4,1447837.4,814882.9,571467.2,5214319.8,18337728.4,2664427.9,3390425.4,5449441.8,0,8455.6,585983.1,1165118,180639.8,556689.5,1670728.1,418129.1,3839336.7,2071846.9
"7_6",120.08106,260.5,131436.5,9408917.2,6000349.4,7155407.9,2867806.8,3248981.5,3312239.8,10809991.1,7713833.4,21578306.9,6771287.8,20980229,7343659.9,8064643.6,5647776.6,11269888,3578214.6,7098316.4,2631114,7556837.4,4089409.3,4937851.5,5099376.6,3399601.1,7216544.6,5027049.9,14166048.2,19165677.7,3620563.7,5425274.9,6718817,139661058.7,5435999,1677967.8,30076444.5,316370.4,189155.5,4170464.7,3796699,6815730,6283644.1
"7_6",181.10196,263.5,23035653.5,2830993.1,1968137.8,1170591.7,5502145.8,1499018,1584185.2,4145497.2,8004585.2,4045849.9,719268.3,3327427.8,4868006,2189786.5,2657366.6,3221681.5,1221185.7,1897544.4,6935007.1,2259010,3468628.1,2520052.2,3030725,3341096.2,5655987.3,5121447.8,2694898.3,4281639.5,2427961.5,4168359,1767407.5,0,0,13771362.3,8137252.7,0,0,12351192.4,7540571.9,15921065.9,7835634.9
"7_6",154.05328,264.6,35326.3,17256703.8,10274360,9836819.5,9204373.7,5346155.6,5436993.6,17888510.9,14891806.4,27706595.4,5267359.2,22551517,6088894.2,10454686.8,12606283.4,103965292.4,7119642.6,5595112.1,5377522.3,6063698.3,5169479.5,5409715.4,7194106.1,5732986.9,7532675,4134830.7,9748268.3,13308844.4,6038079,7090155.7,10830416.7,0,0,29546076.6,21511113.2,247561.2,87408.8,31476839.3,22166464.1,31476690.5,18934420.9
"7_8",150.07752,298.8,115834,1050064.6,1585117,2247097.7,565683.3,664755.3,1136501.6,2865227.1,2512836.4,1536060.5,217854.9,9616476,1064523.8,1477602.4,961191.4,734615.4,544171.8,1001288.8,834608.9,7277982,1529405.5,945037.1,546478.8,619848.6,904162.1,1540621,1750851.3,2857686.4,250338.6,881427,565663.1,117897.4,143357.5,3150488,3334991.4,4029426.4,4172183,5460116.4,3406263,2992466.2,2731212.7
"7_8",132.10205,306.1,3656921.5,152146834.1,128623332.5,208180433.2,83758590.2,76149497.5,99767544.5,208602065.2,212288519.9,135882526.5,69522455.9,245421313.7,155179122.8,205118407.5,142591209.8,284304848.2,84732476.1,144918264,150628966.8,172701075.8,121544838.3,126408078.1,91322012.5,97230482.4,145819454.8,144996451.1,65789223.7,144142279.2,86583336.4,171337929.3,169875678.8,80413707,23949443.2,5703995.1,123404352.9,14110876.3,13779470.7,140084779.1,133292704.2,145205450.8,132637085.8
"7_8",133.10542,306.1,298580.7,8127254.6,7592071.1,10632978,2402285.9,4797327.5,5034909.7,11856560.6,11372098.2,6071135.5,3974398.9,11453978.8,1597164.2,10891881.6,6802950.5,16890344.3,4337284.2,8657103.1,6211817.5,8614706,7008468.7,5784917.4,5355528,5090315.9,3605095.8,8143681.9,8234385.8,9776207.1,4149763.6,10678246.4,9396070.7,2407716.3,1104689.4,837679.5,5528140.9,363887.3,308294.9,8458322.3,883667.2,8871925.2,4143074
"7_8",326.05632,312.3,0,9877534.5,13727030.3,16220701.4,5540479.5,11177679.9,8132232.7,1698353.3,3273276.6,25902614.4,1276158.4,18240594.9,3060248.9,8456826.4,8325087,21941404.6,1387634.3,3953204.5,4619679.3,10948978,4174775.7,2027428.2,2463797.2,3131074,4226410.6,2613089.1,2228135.5,13734643.7,5334392.7,3031788.1,10341383.2,3508405.9,1554355.9,2037607.6,3304639.8,0,22150.8,200358.4,288212.8,83586.1,39098
"7_8",130.15921,314.5,912832.8,16326057.7,17376511.6,24713270.4,3874757.2,10446295.1,14923235.6,5787269.1,17309210.5,1751483.1,109762647.8,6585980.3,17109023,17730918,12344241.3,20233124,6965694.1,21941300.5,10688199.7,19888273.5,7743753.5,15300848.9,38342220.4,8595148.8,30070758.1,6154570,4746359.6,7883756.9,20690132.7,25424000.7,12929067.2,6694309.2,2172832.1,1446776.5,3333113.7,8959419.1,6140407.5,2380119.9,1969592.4,5853949.6,3459917.1
"7_8",139.03038,325.3,1381902.2,1875710.6,9763853.9,10244012,509372.6,4124289.2,3955939.4,969572.8,2706175.1,6656702.8,5376448.9,6269544.7,7784232.2,2679633.9,8405950.7,6282766.3,9043696.9,7245899.2,9966963.6,1645637.9,8540021.3,7797663.7,4643484.8,10468646.2,3879644.8,8552722.4,2078164.3,1890049.3,3371991.5,1641062.9,3077911.8,0,0,438519.8,158951.4,0,0,535288.5,91617.9,436275.2,835613.4
"7_8",184.06398,325.5,80157610.3,7147134.2,4456891.1,4402883.9,3913166.9,2234210.5,958972,13513690.4,4469000.7,5924720.7,8214097.1,4538710.5,8929421.7,3407808.5,3605976.9,3041420.6,2324564.1,1929402.1,2527692.7,13373616.2,5049975.5,9239819.4,8622537.9,2647205.3,7260297.5,3496142,3801884.1,6218915.4,4097488.2,3411529.7,6859315.4,0,0,4682533.8,3212486.1,0,0,4599679.6,1624613.7,5115892.9,2925293.8
"7_8",90.09191,327.6,474481.4,22118620.9,21238954.2,31897646.9,1591764.9,11895799.6,16632859.8,7856467.3,145633802.2,54400495.6,11566456.3,8006671.5,61049108,10508867.5,17187632.7,31695277.3,16244576.4,17910919,14152923.7,11681840.7,9670518.3,34500602.6,13084752.5,8931861.2,14360037.1,88968430,2653824.4,12533026.5,12767786,7027913.9,8983531.5,1752737.7,979725.1,371922.6,16005706,1723163.9,1728478.2,4035569.5,1482677.3,41435567.3,11349667.1
"7_9",118.08645,345.7,186517352,4884443241.7,4523090423,6863583595.2,2434025595.5,2451583725.6,3399563737.6,4868102825.6,4854120659.9,16532629259.3,2729278868.5,12335336658.3,6889352123.7,5222535758.9,3728195208.6,9705309278.9,3168391562.3,7329276354.5,7103456857.5,2872479866.5,1859406295.3,2029634523.9,3483536398,2970265152.3,5367347082.1,3224526438.7,3532670317.6,4646924048.2,2144225143.3,2778474998.4,2396468834.6,2054306713.4,1571489826.5,5015541623.2,5003213463.2,1736249,722427.2,3193217313.6,903507874.8,1241068819.2,3280455994.9
"7_9",119.08353,345.7,311063.4,17154005.5,15526534.6,23306848,8320671,7834123.4,11689276.3,17074627.5,16166138.7,59022449,8867172.9,44523726.8,24308298.5,17991656.6,12929867.4,33550444.9,10935001.7,25193264.3,25402930.2,8487667.7,6179628,6565088.6,11766049.5,10161959.7,18532797,10144391.7,12073962,16314863,6812956.9,20472167.3,16100537.1,6833637.9,7024926.4,16408325.4,12809145.3,13735.9,0,9808137.1,6927851.8,11733864.2,11273345.5
"7_9",119.08984,345.7,5509230.2,269652830.7,248606007.1,381792959.8,132031159.5,133886904.4,186955222.8,269956537.5,268087333.4,926374650.6,149446979.7,687024843.1,379182835.3,287688564.7,206629767.4,541714166,173077196.6,403880253.7,391919323.2,155960302.6,101418067.3,109813390.1,191665084,162188077.6,296133972.1,176682733.2,194607096,257617577.8,116887121.3,325578928.5,262337694.8,109108002.4,116212195.8,275069134.7,272392853.2,950543.3,797106.2,174512423.1,174091919.9,189917197.1,180841631.1
"7_9",120.09073,345.7,41176.2,19214873.6,17159065.2,27492644.3,8754417.7,8993332.4,12863178.9,18429091.6,18818520.6,68795895.5,10253472.6,50066089.5,27227911.3,20571831.9,14081276.4,40122705.4,11985852.6,28680175.8,28539966.8,10734951.9,6672030.3,7341482.9,13332742.9,11384041,20393686.2,12034990.1,13861826.6,18640098.5,7766613,22117377.1,17831174.2,5099744,7571881.1,20082638.2,19176203.5,0,0,12286423.5,12384461.8,13523694.2,12993476.4
"7_9",118.1227,345.8,928739,2720834.5,2960809.6,3666122.7,489575.3,2245637.2,2698983.5,4783696.6,4141775.9,1674144.9,2707677.7,3128218,7443384.4,7483633.4,4926543.3,1877740.2,2741777.8,2600267.7,2661118,4935781,4500145.4,4301139.5,5401816.3,4221744.6,4474071.1,6637660.8,5026509.7,2969308.4,3510024.7,3384427.3,1827751.3,8119038.5,1411034.3,5986941,643632.6,1079997.8,96212.7,6212027.6,1003439.3,11004684.4,1071371.8
"7_9",120.09316,345.8,32074.3,5578464.8,5061948.6,8176048.3,219374.2,2556518,3324521.9,5820628.8,4616744.1,20194990.2,281596.4,14651902.9,7862913.3,3291397.1,4142738.6,11293236.8,3122322.8,8143786.4,8307419.8,3098369.2,1288141.1,1256843.7,4112774.6,3346839.9,5490365.8,3338503.9,3809273.1,5113651.3,1732877.5,6130298.8,5157814.5,2058556.8,2200410.2,5571456.8,5829123,0,0,3408816.3,1717451.8,3895467,3656377.5
"7_9",133.09898,360.7,10337449.5,4343190.8,2343069.7,3085744.3,4484599.9,1402010.1,1790150.5,2590488.5,5045618.9,2177082.8,1116032.1,4628899.8,3498938.7,4083698.9,2855638.9,2344921.7,2941574.2,4295182.4,3239706,4065638.8,3040155.1,3705046.8,5224961.6,3420372.3,4261286.9,2939800.5,2101591.5,5409725,4200998.6,4595250.7,4412042.8,39286.6,0,5909083.9,3905168.6,0,0,5854579.1,3721251.1,6166284.3,4163533.8
"7_10",347.14502,374.3,0,8989727,7623324.7,9368458.4,3968644.5,3491180.4,4405500,480403.9,5674616.1,4277861.4,0,0,0,23755853.1,20344841.5,26397007.6,0,0,0,4360024.9,2442397.3,5608097.6,0,0,0,5345818.7,15369259.4,12817410.3,0,0,0,0,0,14555149.6,8690534.9,0,0,15776936.5,16005540.3,9808504.8,1014003.6
"7_10",176.12823,381,19110,4409923.5,4314173.9,5804331.6,1343247.9,1663874.1,2323454.4,11783935.9,7241098,9810692.1,2043402.6,6436745.1,3872142.6,15774429.9,7015153.7,9487605.4,880807.5,2951816.6,3935369.3,2499913.9,1820362.7,1693272.8,1820787.3,2023255.1,2700086.7,2515046,2624085.7,3994240.9,1100978.8,6848833.5,3732857.1,24390.1,19931.4,12855911,12867164.6,40428.3,0,13591138.5,13145070,14586035.8,13049900.4
"7_11",170.11765,397.7,884248.7,14482932.4,14956665.5,11871084.6,7283796.6,10877782.2,13844401.7,17560430.7,25520073,18253502.2,555924.4,23523223.3,11703072.3,20802734,15786429.1,17900519.5,13375979.7,15123353.5,15567145.8,5980115.3,19119415.2,18070764.6,14009221.9,17114428.3,4878043.5,17866604.1,19116452.3,23649503,12899410.5,20101067.9,18246355.7,1889393.3,1918548.2,196060.8,10789186,3097624.1,2689644.4,1639798.6,5723483.4,10709879.3,10841414.4
"7_11",175.04211,402.4,0,854836.3,5728177.3,3482442.9,173445.3,3282647.2,753998.8,332515.4,924828.6,6646294.7,3938155,6326320.5,3583394.8,1038641.3,6144957.1,3438421.7,6165050.7,2678490.3,3222421.6,194288.8,2259219.3,2138308.2,3921651.9,5598705,913524.8,649216.1,235957,464403.3,801530.4,1251320.9,1313552.1,0,0,0,0,0,0,151522.8,0,0,0
"7_11",177.03615,402.9,2728103,9014805.1,36493154,22055175.1,3477184.9,21591953.3,10357395.9,5113709.2,10532728.7,32993157.8,22100842.9,22979220.6,13920500,12527866.8,36273987.5,25536090.4,32701651.5,14545267.6,23172813.2,8085322.7,38307912.3,29958781.7,18213027.9,44026998.9,9868050.9,18481024.6,14094214.3,9301965,11806162.3,10356339.3,8808805.7,0,0,269157.5,65478.4,0,0,238751.2,156805.7,295494.2,175686
"7_11",174.03875,403,0,26713514.1,109896667.4,66927015.9,10122631.2,65832817.6,30884225.5,22070822.1,34788001.3,126297485.1,74193889.8,124026461.4,68610710.4,34181951.3,117438449,66683177,120110028.9,53674570.6,64976400.6,8090022.1,55745027,42325054.5,75888874.6,106644117.6,27395055.5,25442063.2,27992447.1,19988677.2,25656733.4,35422497.9,35892984,0,0,2754417.4,258915.4,3215872.4,812598.9,3076371.9,2535337.3,2146176.9,884205.7
"7_11",190.01268,403,0,562694.3,6745465.3,690079.1,245278.6,2573688.3,312154.3,457897.9,664841.9,5742642.9,2967817.9,5120887.1,1401837.3,397226.1,15550584.4,7946771.6,14541748.4,1884308.8,2453198.8,107562.6,4942054.7,4163462.7,3087934.6,6558547.9,416412.4,569968.3,390733,384179.9,678053.1,1302205,1081298.2,0,0,0,0,0,0,23382.7,0,0,0
"7_11",163.11583,403.3,0,10910365.6,10204305.1,10212939.2,5239594.2,5043037.6,7130061.7,15034873.3,15922370.9,56971746,4045032.4,12960279.1,8019733.7,23326138.1,12070490.4,17669273.7,3899763.7,8343526.4,6802541.1,7871080.7,5915689.9,5760725.5,6161317.3,4543820.7,8021997.6,7809743.8,11260336.5,9689758.9,2699677.1,9804752.4,8490011,0,0,18971714.6,17586334.2,0,0,18966927.9,18196853.6,19520879.1,18360703.2
"7_11",162.11253,403.4,3319988.2,151124957.6,138831543.5,200945655,72118751.5,70415142.9,100082699.5,254707266.3,227853685.5,757939184.3,57420738.3,177182931.8,113420254.3,315032500.4,164381711.8,242104714.4,57345041.3,117976690.6,94882992.7,109588219.2,85650417.4,80630923.3,85454730,63579834.7,114520246.8,110854325.8,155170778.8,134046523.1,42033855.4,141744725.6,120476426.4,239936.2,33657.5,259822101.7,237819239.3,37097.1,9551.2,258339953.8,248854649.8,272017390.6,256021812.3
