"feature","mzmed","rtmed","avgarea","C13","X2C13","S34","S33","N15","O18","Na","NH4","H2O_H","K","X2H"
"FT371",223.056438533911,690.645751953125,4152323.57260413,0,0,0,0,0,0,0,0,0,0,0
"FT372",223.063618452051,442.441543579101,1344425.44949277,0,0,0,0,0,0,0,0,0,0,0
"FT373",223.063519962166,494.395538330078,1314857.71813202,0,0,0,0,0,0,0,0,0,0,0
"FT374",225.079254874253,381.47802734375,2985506.45744359,0,0,0,0,0,0,0,0,0,0,0
"FT375",225.079241757201,454.3994140625,1722807.37192434,0,0,0,0,0,0,0,0,0,0,0
"FT376",225.982531164767,450.311431884766,34045545.6942041,0,0,0,0,0,0,0,0,0,0,0
"FT377",226.047447575031,688.865985566406,343544.826684264,0,0,0,0,0,0,0,0,0,0,0
"FT379",227.08165919955,689.004272460938,1469690.40667505,0,0,0,0,0,0,0,0,0,0,0
"FT381",228.097964739119,289.872238159179,3144159.27106536,0,0,0,0,0,0,0,0,0,0,0
"FT384",233.08949819512,324.404342651367,2633911.81046035,0,0,0,0,0,0,0,0,0,0,62219595
"FT385",233.914905256541,183.094848632812,44700235.293647,0,0,0,0,0,0,0,0,0,0,0
"FT386",234.918018096674,183.098251342773,8584042.33386686,0,0,0,0,0,0,0,0,0,0,0
"FT387",235.913086220058,183.098251342773,41821416.3281941,0,0,0,0,0,0,0,0,0,0,0
"FT388",236.149344396751,408.860321044922,32590019.4728403,3089214,0,0,0,0,0,0,0,0,0,0
"FT389",236.149281981416,517.970458984375,41241485.3701088,4186195,0,0,0,0,0,0,0,0,0,0
"FT390",236.916309962606,185.161590576172,2022696.92334553,0,0,0,0,0,0,0,0,0,0,0
"FT391",237.911180060706,184.07389831543,8720852.27932587,0,0,0,0,0,0,0,0,0,0,0
"FT392",238.123020906277,577.669006347656,111299.990860294,0,0,0,0,0,0,0,0,0,0,0
"FT393",239.149011535056,119.960182189941,6897738.20374094,744149,0,0,0,0,0,0,2616544,0,0,0
"FT394",239.175474690666,159.214393615722,3099368.30197624,0,0,0,0,0,0,0,0,0,0,0
"FT395",242.22270085914,500.697723388672,1674877.66439228,0,0,0,0,0,0,0,0,0,0,0
"FT396",243.182998657227,96.3491058349609,237652.951301038,0,0,0,0,0,0,0,0,0,0,0
"FT397",244.023660422503,789.518524169922,318358995.207446,0,0,0,0,0,3839918,0,0,0,0,0
"FT398",244.092905862584,388.883117675781,11795875.1926899,0,0,0,0,0,0,0,0,0,0,0
"FT399",244.190883955873,112.496994018555,3682076.16978805,539812,0,0,0,0,0,0,0,4923252,0,0
"FT400",244.93468596836,1192.12872314453,6064521.17550034,0,0,0,0,0,0,0,0,0,0,0
"FT401",245.024871894646,795.097412109375,36784249.0546996,0,0,0,0,45529475,0,0,0,0,0,0
"FT402",245.098762261813,616.910369873047,7365982.32770956,0,0,0,0,0,0,0,0,0,0,0
"FT403",245.113262468419,567.593231201172,66187828.627592,7133707,0,0,0,0,0,0,0,0,0,0
"FT404",246.097366333008,455.353088378906,6977802.32299947,0,0,0,0,0,0,0,0,0,0,0
"FT405",246.097307399958,515.99658203125,7349249.75910553,0,0,0,0,0,0,0,0,0,0,0
"FT406",246.097229003906,514.617126464844,16306243.4025524,0,0,0,0,0,0,0,0,0,0,0
"FT408",247.057820771969,549.8798828125,708467.035542307,0,0,0,0,0,0,0,0,0,0,0
"FT412",251.18550868605,103.78783416748,261443.871744415,0,0,0,0,0,0,0,0,0,0,0
"FT413",252.08299192313,648.637451171875,1557458.12190097,0,0,0,0,0,0,0,0,0,0,0
"FT414",252.109169899276,180.260360717773,119811646.784356,0,0,0,0,0,0,0,0,0,0,0
"FT415",252.144149245908,553.087219238281,69406421.4779432,7218675,0,0,0,0,0,0,0,0,0,0
"FT416",253.11244131745,188.890518188477,21221787.4557159,0,0,0,0,0,0,0,0,0,0,0
"FT418",255.107367658682,519.858581542969,1117561.97343785,0,0,0,0,0,0,0,0,0,0,0
"FT420",257.932882108102,1032.79602050781,656381.133349535,0,0,0,0,0,0,0,0,0,0,0
"FT421",257.989636206009,577.760498046875,2084177.05434886,0,0,0,0,0,0,0,0,0,0,0
"FT422",258.110224713389,577.589965820312,34767981.7408385,2944807,0,0,0,0,0,0,0,0,0,0
"FT423",259.030640088854,647.406494140625,1148575.27790414,0,0,0,0,0,0,0,0,0,0,0
"FT425",259.12893619019,526.537902832031,2944662.61198824,0,0,0,0,0,0,0,0,0,0,0
"FT426",259.986956631575,578.424255371094,1869021.45177275,0,0,0,0,0,0,0,0,0,0,0
"FT427",260.001259852103,794.983520507812,43044686.4782554,0,0,0,0,0,0,0,0,0,0,0
"FT428",260.113026426394,149.362854003906,8252979.30407962,0,0,0,0,0,0,0,0,0,0,0
"FT429",266.159773553853,529.20927,1633595.95097327,0,0,0,0,0,0,0,0,0,0,0
"FT430",267.061537726141,689.276550292969,381859.488121064,0,0,0,0,0,0,0,0,0,0,0
"FT431",268.104106270316,214.811492919922,138798270.79127,14780084,0,0,0,0,0,0,0,0,0,0
"FT432",269.06243658074,666.532196044922,2496600.86143578,0,0,0,0,0,0,0,0,0,0,0
"FT433",269.088068500377,357.596588134766,7050806.43150659,0,0,0,0,0,0,0,0,0,0,0
"FT434",269.105443977898,573.128295898438,12486000.954571,0,0,0,0,0,0,0,0,0,0,0
"FT436",269.125176404548,551.311767578125,2122349.95670612,0,0,0,0,0,0,0,0,0,0,0
"FT437",271.128842982872,494.458099365234,3415641.86101166,0,0,0,0,0,0,0,0,0,0,0
"FT438",272.133921545992,522.262451171875,3156262.13576284,0,0,0,0,0,0,0,0,0,0,0
"FT439",273.089202151358,231.537643432617,4454817.84336534,0,0,0,0,0,0,0,0,0,0,0
"FT440",275.071311612015,588.890441894531,3816086.09363235,0,0,0,0,0,0,0,0,0,0,0
"FT444",281.908679362493,449.212432861328,2046864.48258825,0,0,0,0,0,0,0,0,0,0,0
"FT445",282.118471642915,601.453918457031,2488996.13495191,0,0,0,0,0,0,0,0,0,0,0
"FT446",283.175157531642,115.987216949463,3128855.9083666,375906,0,0,0,0,0,0,5955604,0,0,0
"FT447",283.906586741327,449.826477050781,4548532.44270809,0,0,0,0,0,0,0,0,0,0,0
"FT448",284.098977152042,445.201751708984,5907606.98964688,0,0,0,0,0,0,0,0,0,0,0
"FT449",285.144505316366,401.010223388672,8314002.05396841,0,0,0,0,0,0,0,0,0,0,0
"FT450",285.144532072571,650.47265625,2931770.65468821,0,0,0,0,0,0,0,0,0,0,0
"FT451",286.11336118123,597.516174316406,7533015.41921379,0,0,0,0,0,0,0,0,0,0,0
"FT453",287.932460760679,573.571624755859,4086189.49787997,0,0,6585536,0,0,0,0,0,0,0,0
"FT454",289.139354482615,535.58447265625,10005412.4350293,0,0,0,0,0,0,0,0,0,0,0
"FT455",289.248597045128,112.496994018555,884304.15138213,0,0,0,0,0,0,0,0,0,0,0
"FT457",292.94198851163,788.448364257812,33915535.260113,0,0,3151125,0,0,0,0,0,0,0,0
"FT459",294.975075259257,787.791748046875,23527252.6116466,0,0,4804775,0,0,0,0,0,0,0,0
"FT462",302.196378580584,119.228546142578,1405720.15962147,0,0,0,0,0,0,0,0,0,0,0
"FT463",303.118701435089,588.808654785156,4602038.44828891,0,0,0,0,0,0,0,0,0,0,0
"FT464",303.154911254224,464.316009521484,2415848.83771684,0,0,0,0,0,0,0,0,0,0,0
"FT465",317.991094858756,789.467834472656,64772150.8372374,0,0,13484933,0,0,0,0,0,0,0,0
"FT466",318.992188178095,788.12109375,9681716.27846087,0,0,0,0,12800143,0,0,0,0,0,0
"FT467",322.847429270036,185.557754516602,7717719.45108461,0,0,0,0,0,0,0,0,0,0,0
"FT468",324.845592158852,183.669761657715,9896564.28965535,0,0,0,0,0,0,0,0,0,0,0
"FT469",325.088214027112,401.824040602539,3629697.24153335,0,0,0,0,0,0,0,0,0,0,0
"FT470",326.056329258983,312.069213867188,6794350.92347973,0,0,0,0,0,0,0,0,0,0,0
"FT471",326.843782830945,184.54801940918,8254664.16427005,0,0,0,0,0,0,0,0,0,0,0
"FT472",328.085597145763,401.732482910156,2041596.35593512,0,0,0,0,0,0,0,0,0,0,0
"FT473",329.134279592078,545.140289306641,23305043.7249786,0,0,0,0,0,0,0,0,0,0,0
"FT474",330.137809131044,544.098602294922,5495774.42722243,0,0,0,0,0,0,0,0,0,0,0
"FT475",333.129303978768,605.887786865234,28576149.8045828,3981743,0,0,0,0,0,0,0,0,0,0
"FT480",347.144927865197,570.842468261719,8886676.19137735,0,0,0,0,0,0,0,0,0,0,0
"FT481",347.145019536951,374.019943237305,9649069.32332412,1435694,0,0,0,0,0,0,0,0,0,0
"FT485",353.05562423362,635.966125488281,14434830.7769224,0,0,0,0,0,0,0,0,0,0,0
"FT486",357.165521551336,508.7744140625,3444803.24064524,0,0,0,0,0,0,0,0,0,0,0
"FT487",360.150152535796,603.517272949219,4161701.84967749,0,0,0,0,0,0,0,0,0,0,0
"FT488",363.01554139749,788.361907958984,72924899.7255443,0,0,9237956,2335123,2348015,0,0,0,0,0,0
"FT490",366.909502727277,787.540954589844,24879731.8209854,0,0,3301008,0,0,0,0,0,0,0,0
"FT492",368.942553503902,788.311401367188,18213502.7947668,0,0,4541675,2460506,0,0,0,0,66588900,0,0
"FT493",369.050611852106,775.290893554688,1546927.1686399,0,0,0,0,0,0,0,0,0,0,0
"FT495",372.190439303252,658.033813476562,4931729.67349746,0,0,0,0,0,0,0,0,0,0,0
"FT496",377.133089186502,603.863952636719,1845004.93543036,0,0,0,0,0,0,0,0,0,0,0
"FT497",377.145867711545,603.243469238281,2786102.14030478,0,0,0,0,0,0,0,0,0,0,0
"FT498",383.153202476896,207.970489501953,1263535.85696164,0,0,0,0,0,0,0,0,0,0,0
"FT499",385.110496175334,118.131210327148,1153354.43168752,0,0,0,0,0,0,0,0,0,0,0
"FT500",386.042261009502,230.63525390625,3369849.37853856,0,0,0,0,0,0,0,0,0,0,0
"FT501",388.03644184764,231.506042480469,7834534.39081683,0,0,0,0,0,0,0,0,0,0,0
"FT502",388.254201147628,111.156066894531,4348735.0464531,727412,0,0,0,0,0,0,0,0,0,0
"FT503",391.958321710899,788.058970683594,119623243.13424,0,0,30470671,19908709,0,0,0,0,0,0,0
"FT506",399.911502744787,119.960182189941,1823695.93928575,0,0,0,0,0,0,0,0,0,0,0
"FT507",401.124805774875,312.1318359375,50991749.2453486,0,0,0,0,0,0,0,0,0,0,0
"FT508",411.780009995417,188.181045532227,3619189.90229498,0,0,0,0,0,0,0,0,0,0,0
"FT509",413.778217309611,189.352569580078,7366810.02242605,0,0,0,0,0,0,0,0,0,0,0
"FT510",415.776306152344,189.352569580078,4702195.44832438,0,0,0,0,0,0,0,0,0,0,0
"FT511",416.051683650826,636.353881835938,1141703.64654481,0,0,0,0,0,0,0,0,0,0,0
"FT512",418.159797001607,657.767333984375,1747226.23369144,0,0,0,0,0,0,0,0,0,0,0
"FT513",420.901134196992,789.609802246094,18484409.3601145,0,0,7238547,5612266,0,0,0,0,0,0,0
"FT514",432.280481636798,109.731903076172,2524735.51247188,522163,0,0,0,0,0,0,0,0,0,0
"FT515",433.094423316666,231.082748413086,1922116.51531858,0,0,0,0,0,0,0,0,0,0,0
"FT517",448.899317225488,788.12109375,8811098.11677468,0,0,2640121,1432792,0,0,0,0,0,0,0
"FT518",465.92596971226,787.596801757812,174836063.575476,0,0,53667871,28665291,0,0,0,0,0,0,0
"FT521",476.30661858465,107.830387115479,1113730.2077739,249175,0,0,0,0,0,0,0,0,0,0
"FT524",481.903527402632,787.802429199219,17090107.270379,0,0,3027559,0,0,0,0,0,0,0,0
"FT525",494.868744599199,788.424530029297,21122364.9826079,6409979,0,9699052,6439494,0,0,0,0,0,0,0
"FT526",518.08484144392,217.198257446289,1423346.74879088,0,0,0,0,0,0,0,0,0,0,0
"FT527",580.919880272117,787.560974121094,57038301.8071692,10424978,0,21393515,10463367,0,0,0,0,0,0,0
"FT533",596.897494860262,788.622253417969,9080440.00393557,0,0,2248188,0,0,0,0,0,0,0,0
"FT534",695.913953793527,788.311401367188,46456524.7793996,9154568,0,20336192,9178990,9118099,0,0,0,0,0,0
"FT537",707.99762816498,788.426727294922,34241035.1574879,0,0,9800277,0,0,0,0,0,0,0,0
"FT539",711.891635975914,787.523193359375,6045596.22031307,0,0,1834213,0,0,0,0,0,0,0,0
"FT540",810.907804976867,787.906005859375,16980350.4990691,3688344,0,8506799,3659082,3671699,0,0,0,0,0,0
"FT542",822.991515804167,788.544555664062,14863357.1285416,0,0,5052732,3170451,3169303,0,0,0,0,0,0
"FT544",881.48711253283,788.104858398438,1486576.23023945,0,0,0,0,0,0,0,0,0,0,0
